Price,Close,High,Low,Open,Volume,MA5,MA20,MA60,MA120,MA200,High_52W,Low_52W,Dist_High_52W,Dist_Low_52W,RSI,MACD,MACD_Signal,MACD_Hist,BB_Mid,BB_Upper,BB_Lower,BB_Width,Volume_MA20,Volume_Ratio,Daily_Return,Volatility_20
Ticker,012630.KS,012630.KS,012630.KS,012630.KS,012630.KS,,,,,,,,,,,,,,,,,,,,,
Date,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-24,17834.396484375,17844.23886654077,17470.228344241514,17499.755490738826,93165,17804.869140625,,,,,,,,,,663.3007195290702,485.10186140471734,178.19885812435285,,,,,,,0.02084506040801326,
2025-04-25,17578.494140625,17893.45036262948,17391.48888380984,17785.18416131544,112738,17739.909375,,,,,,,,,,649.2196406823459,517.9254172602431,131.29422342210285,,,,,,,-0.014348808717704609,
2025-04-28,18169.037109375,18316.67283886613,17578.494191410482,17578.494191410482,138348,17810.774609375,,,,,,,,,,677.8977827889576,549.919890365986,127.97789242297154,,,,,,,0.03359462784614853,
2025-04-29,18306.830078125,18375.72675046203,18050.92815230175,18139.509588163644,112871,17871.797265625,,,,,,,,,,703.6331134817301,580.6625349891349,122.97057849259522,,,,,,,0.007583944483161353,
2025-04-30,18936.7421875,19104.06267460369,18188.72118633056,18405.253581405927,342993,18165.1,,,,,,,,,83.60956606269689,766.0269099178731,617.7354099748825,148.29149994299064,,,,,,,0.034408584483869076,
2025-05-02,18887.53125,19291.068916102136,18670.998843798854,19182.802713001565,117761,18375.726953125,,,,,,,,,80.126854950005,802.2556282377227,654.6394536274506,147.61617461027208,,,,,,,-0.0025987013506728607,
2025-05-07,19291.068359375,19300.910741191008,18720.210214046554,18887.530704918685,175680,18718.241796875,,,,,,,,,79.91453498824623,853.6884319058372,694.449249283128,159.23918262270922,,,,,,,0.02136526494827118,
2025-05-08,18966.26953125,19487.915761222106,18838.31856918137,19359.964799153477,142989,18877.68828125,,,,,,,,,73.86830830440093,858.346266930359,727.2286528125742,131.1176141177848,,,,,,,-0.016836746523017476,
2025-05-09,18798.94921875,19281.22592645615,18503.677765052355,19005.63923633835,143016,18976.112109375,,,,,,,,,65.21738088424839,838.8663547196011,749.5561931939797,89.31016152562142,,,,,,,-0.00882199381508908,
2025-05-12,18749.73828125,19143.43357324475,18503.67872375328,18828.47733964895,152412,18938.711328125,17823.569580078125,,,,,,,,64.43914533274291,810.1189258682098,761.6687397288257,48.45018613938407,17823.569580078125,19900.788454238107,15746.350705918145,0.23308674110731933,159185.25,0.9574505175573742,-0.0026177493713807065,
2025-05-13,19054.8515625,19182.802528570504,18090.29812596849,18818.634394369834,152834,18972.175390625,18009.098486328126,,,,,,,,64.09639326201592,802.703408026031,769.8756733882667,32.82773463776425,18009.098486328126,19796.55231493098,16221.644657725274,0.19850564201865248,161181.1,0.9482129108189483,0.01627293547639108,0.34498286763038694
2025-05-14,18759.580078125,19487.916345586305,18218.24906852538,19064.69391989933,307295,18865.877734375,18142.9548828125,,,,,,,,61.00918788257243,764.1914917832873,768.7388370672709,-4.547345283983532,18142.9548828125,19710.327069177896,16575.582696447105,0.1727802550895638,169716.4,1.8106382176383662,-0.015495869039257926,0.3279676618919815
2025-05-15,19340.28125,19438.705073155215,18523.363517811704,18661.156870229006,184497,18940.680078125,18283.20888671875,,,,,,,,64.28572917470052,771.6333432893043,769.3177383116777,2.3156049776266627,18283.20888671875,19743.15904322956,16823.258730207937,0.15970393004384972,169611.0,1.0877655340750305,0.030954913140733842,0.3304020369675781
2025-05-16,18956.427734375,19576.497800452686,18572.57483632691,19487.91636244159,210121,18972.17578125,18396.88837890625,,,,,,,,66.3774430549314,738.0495180855905,763.0640942664603,-25.014576180869767,18396.88837890625,19674.8789426987,17118.8978151138,0.13893551316621403,171118.2,1.2279289987856346,-0.019847359542664367,0.3448812336972936
2025-05-19,18946.5859375,19133.591201298703,18680.841615259742,18936.743555194807,168001,19011.5453125,18466.2771484375,,,,,,,,63.29412929255764,702.5414829976617,750.9595720127006,-48.41808901503896,18466.2771484375,19702.696542627848,17229.857754247154,0.13391106222999202,163498.7,1.027537222008493,-0.0005191799326806912,0.29973568445642995
2025-05-20,18956.427734375,19340.28063242309,18848.161532361435,19045.009172386097,133315,18991.860546875,18536.1580078125,,,,,,,,67.50001736353994,667.5007272464609,734.2678030594527,-66.76707581299183,18536.1580078125,19713.18071348012,17359.13530214488,0.12699748299205643,163346.9,0.8161464955869993,0.0005194496204996568,0.29964988139980114
2025-05-21,19487.916015625,19487.916015625,18897.373106060604,18976.112160669192,164224,19137.527734375,18615.38916015625,,,,,,,,67.00508994793205,674.8382233559641,722.381887118755,-47.54366376279086,18615.38916015625,19825.899298256332,17404.879022056168,0.13005477647397426,163620.65,1.0036874929906463,0.02803736488210884,0.3068709775046187
2025-05-22,19733.9765625,19783.188474127182,19212.33029925187,19468.232239713216,124264,19216.266796875,18711.35244140625,,,,,,,,67.90125997408026,692.5252713593509,716.4105639668743,-23.88529260752341,18711.35244140625,19958.35418513402,17464.350697678477,0.13328825349559317,166096.9,0.748141596863036,0.01262631400287817,0.3060905625712593
2025-05-23,20029.248046875,20226.095693527335,19635.552753570333,19635.552753570333,126868,19430.830859375,18812.72900390625,,,,,,,,64.95959785598791,722.045039672721,717.5374591080437,4.507580564677369,18812.72900390625,20143.65945307755,17481.79855473495,0.14149254463772357,165426.65,0.7669139162281289,0.014962594256653583,0.3075023770074795
2025-05-26,18552.890625,20176.8837035809,18218.24962698939,20078.459880636605,273468,19352.091796875,18866.862109375,,,,,,,,46.7054291887252,619.1725277496043,697.8644728363558,-78.6919450867515,18866.862109375,20047.462839377113,17686.26137937289,0.1251507243926342,168843.0,1.6196584993159326,-0.07371007730394274,0.40030245163590245
2025-05-27,18700.525390625,19350.122588404603,18306.83011924342,18602.101572779604,194297,19300.911328125,18910.1685546875,,,,,,,,43.87754854093703,543.2954409907579,666.9506664672363,-123.65522547647834,18910.1685546875,19990.598251913078,17829.738857461925,0.1142697056455117,173899.6,1.1172941168352313,0.007957507463880686,0.3954026237535135
2025-05-28,19202.48828125,19674.922641834317,18690.684390616992,18769.423450714377,195221,19243.82578125,18991.36826171875,,,,,,,,52.36222071872886,517.6988037111441,637.1002939160179,-119.40149020487377,18991.36826171875,19876.929136573923,18105.80738686358,0.09325930208411708,178023.75,1.096600874883267,0.026842181176184754,0.3989001775687509
2025-05-29,19487.916015625,19881.61128866793,18956.427397017043,19104.063124408145,143789,19194.613671875,19057.31220703125,,,,,,,,56.730771799338655,514.5139207930843,612.5830192914312,-98.06909849834699,19057.31220703125,19879.17080274805,18235.45361131445,0.08625126007156168,178295.8,0.8064631920662181,0.014864101474479252,0.38626718283799916
2025-05-30,19291.068359375,19615.86695930325,18483.99305046237,19615.86695930325,638270,19046.977734375,19106.52412109375,,,,,,,,55.14017859626673,490.4522887114945,588.1568731754439,-97.70458446394946,19106.52412109375,19853.641688417323,18359.406553770175,0.078205492803241,204565.75,3.1201215257197257,-0.010101011113357261,0.38905878660677196
2025-06-02,19192.64453125,19655.23647636218,19064.693567708335,19281.22596754808,118865,19174.928515625,19119.31923828125,,,,,,,,51.36186394872983,458.1599093246441,562.157480405284,-103.99757108063989,19119.31923828125,19862.950959775644,18375.687516786853,0.07778851456232551,193359.35,0.6147362410972109,-0.005102041332882834,0.37151982538401845
2025-06-04,20127.671875,20373.731433374083,19192.645553178485,19192.645553178485,333277,19460.3578125,19181.32626953125,,,,,,,,62.00345813819186,502.2274923910736,550.1714828024419,-47.943990411368304,19181.32626953125,20041.295128421272,18321.35741064123,0.08966729899757203,204135.15,1.6326291674902633,0.04871800455781705,0.4079143487621461
2025-06-05,20964.2734375,21702.45207966549,20521.366252200703,21308.756803843895,342005,19812.71484375,19264.9865234375,,,,,,,,63.636357672718496,597.7674329144502,559.6906728248435,38.07676008960664,19264.9865234375,20438.350746295884,18091.622300579114,0.12181313715749421,212451.4,1.6098034656396711,0.041564745674293135,0.4255653236623874
2025-06-09,21456.392578125,23080.38559435923,21062.697301462158,21751.664035622132,640348,20206.41015625,19389.49267578125,,,,,,,,70.61688520872313,705.065865534878,588.7657113668505,116.30015416802746,19389.49267578125,20907.296845468496,17871.688506094004,0.15655945156142048,237319.35,2.6982544828308352,0.02347418059071482,0.42278925368217296
2025-06-10,21210.333984375,22292.99604390226,20865.850601798145,21505.605455155164,285100,20590.26328125,19510.0619140625,,,,,,,,67.96875557144456,761.4680446900857,623.3061780314976,138.1618666585881,19510.0619140625,21203.31153257184,17816.812295553158,0.17357706254011188,244423.55,1.1664178840377697,-0.011467845438326796,0.42416548784137226
2025-06-11,22046.935546875,22243.78318568638,20816.63780430385,21210.333081926616,346594,21161.121484375,19674.92177734375,,,,,,,,71.68508726440693,863.7175342596638,671.3884492771308,192.329084982533,19674.92177734375,21671.379593054713,17678.463961632784,0.20294442217401285,254132.65,1.3638310543725884,0.039443111226645344,0.43834880063990206
2025-06-12,21899.30078125,22539.055635533707,21604.029310042133,22342.207988061797,916960,21515.447265625,19817.14423828125,,,,,,,,67.88322669216745,922.2074660462604,721.5522526309567,200.6552134153037,19817.14423828125,22021.999570013275,17612.288906549224,0.22251998625239394,292338.95,3.1366330076782445,-0.006696384869956495,0.4405237061540379
2025-06-13,20718.21484375,22440.631754750593,20669.002932007126,21850.088813836104,341349,21466.235546875,19915.0759765625,,,,,,,,56.410259671932295,863.3057427617241,749.9029506571102,113.40279210461392,19915.0759765625,22096.010695863817,17734.141257261184,0.21902348972888658,294041.65,1.1608865614786203,-0.053932586674695804,0.4857681473101825
2025-06-16,22243.783203125,22292.995112866425,20816.63782062362,21161.121188813606,255432,21623.713671875,20060.25107421875,,,,,,,,62.43094055910629,929.0171877423672,785.7257980741616,143.29138966820562,20060.25107421875,22456.047145699245,17664.455002738257,0.23886002848284874,297588.4,0.8583399084104084,0.07363416061086037,0.5364884419630636
2025-06-17,22539.0546875,22735.90232669214,22096.147499317685,22096.147499317685,303908,21889.4578125,20239.382421875,,,,,,,,75.79618832675068,993.4678435292844,827.2742071651862,166.1936363640982,20239.382421875,22816.549980504402,17662.2148632456,0.25466859659156027,302277.75,1.005393218654036,0.013274337448744733,0.5268393228221381
2025-06-18,22588.267578125,22834.327137799566,21997.724634906048,22243.78419458061,210736,21997.72421875,20421.46650390625,,,,,,,,75.48388715683905,1036.56761533779,869.132888799707,167.43472653808294,20421.46650390625,23125.512651075624,17717.420356736875,0.26482389466516915,304414.5,0.6922666298747268,0.0021834496303119177,0.5262637505248519
2025-06-19,22194.572265625,22883.53903218542,21702.45314665327,22342.208001316518,182867,22056.778515625,20583.37373046875,,,,,,,,69.89529672939616,1027.116612591315,900.7296335580287,126.38697903328637,20583.37373046875,23305.78163850859,17860.96582242891,0.2645249455884842,306892.1,0.5958674074699218,-0.017429194653301505,0.5340591527980738
2025-06-20,22145.359375,22539.05465277778,21997.723645833335,22046.935555555556,170812,22342.207421875,20716.2458984375,,,,,,,,68.2432481353985,1004.0811335510152,921.399933556626,82.6811999943892,20716.2458984375,23472.724169238725,17959.767627636276,0.26611754700296625,307221.5,0.5559897337914176,-0.0022173389978423774,0.5301306715308943
2025-06-23,22194.572265625,22489.84373700804,21850.08888234479,22145.36035372783,173198,22332.365234375,20839.27568359375,,,,,,,,70.34483721327432,978.5166881584591,932.8232844769927,45.69340368146641,20839.27568359375,23630.585069283316,18047.966297904186,0.26788929021051283,309668.2,0.559301859215767,0.0022222665160520627,0.5299380229314339
2025-06-24,23080.38671875,23523.293926572493,22539.05568696695,22637.479510927504,268170,22440.631640625,20991.8326171875,,,,,,,,74.534170677379,1017.9996381639103,949.8585552143763,68.14108294953394,20991.8326171875,23926.566531475193,18057.09870289981,0.27960721370127706,316733.3,0.8466744734450088,0.03991130996009096,0.5425197830012434
2025-06-25,23277.234375,23769.35349497886,22883.539079016915,23080.38672700846,223640,22578.425,21228.0498046875,,,,,,,,71.91781417722841,1053.0353848130362,970.4939211341084,82.54146367892781,21228.0498046875,24095.977789960532,18360.121819414468,0.2702017388935791,314241.9,0.7116810329876442,0.008528785009052076,0.4494559823167135
2025-06-26,22735.90234375,23277.233351934523,22489.842794575216,23228.021442099565,158178,22686.691015625,21429.81865234375,,,,,,,,62.85714285714286,1025.301458642829,981.4554286358525,43.846030006976434,21429.81865234375,24110.73868961171,18748.898615075792,0.25020464062347536,312435.95,0.5062733657890521,-0.023255856882697268,0.4663200983735615
2025-06-27,22096.1484375,23228.022410913138,21899.300789949888,23228.022410913138,208687,22676.848828125,21574.50166015625,,,,,,,,54.545462114696264,940.8537523568557,973.3350933800532,-32.4813410231975,21574.50166015625,24054.06696650647,19094.936353806028,0.22986072590770223,313109.25,0.6664989935621513,-0.02813848760332427,0.48094130478581326
2025-06-30,23129.59765625,23277.233385970743,22145.3594581117,22292.995187832446,317960,22863.85390625,21756.5857421875,,,,,,,,62.26414623376565,946.4094329463987,967.9499612933224,-21.54052834692368,21756.5857421875,24123.264568225735,19389.906916149266,0.21755976365805257,321817.8,0.988012471653215,0.04677055920732798,0.5003862563376545
2025-07-01,24113.8359375,24950.43840880102,23326.44537627551,23326.44537627551,375001,23070.54375,21997.72412109375,,,,,,,,62.96296296296296,1018.4916161524925,978.0582922651565,40.43332388733597,21997.72412109375,24288.228516218333,19707.219725969167,0.20824921546572212,308654.35,1.21495452761317,0.04255319508266675,0.508472222477008
2025-07-02,22539.0546875,24163.047710835155,22440.630867903932,24163.047710835155,271999,22922.9078125,22165.04462890625,,,,,,,,53.40313581291512,937.7359435515355,969.9938225224323,-32.257878970896854,22165.04462890625,24044.859488461876,20285.229769350623,0.1696197676141009,316311.05,0.8599098893320357,-0.0653061277385163,0.5753684941340398
2025-07-03,22686.69140625,23277.234349579718,22440.631846529282,22539.05567041757,202515,22913.065625,22292.99560546875,,,,,,,,61.7647031357756,875.5566682966382,951.1063916772736,-75.54972338063533,22292.99560546875,23920.320962150163,20665.670248787337,0.14599431906604868,309772.95,0.6537530149097912,0.006550262235792692,0.5555912128598854
2025-07-04,21702.453125,23178.81048044218,21653.241213151927,22883.539009353743,174670,22834.3265625,22329.90458984375,,,,,,,,46.54088803854982,738.3481234439787,908.5547380306145,-170.20661458663585,22329.90458984375,23860.978137350216,20798.831042337286,0.1371321172776384,301406.2,0.57951694424335,-0.04338394980675109,0.566374830094021
2025-07-07,22194.572265625,22440.631825110864,21210.33402768154,21653.241234756097,158048,22647.321484375,22366.81357421875,,,,,,,,47.852767607549104,661.6916949802835,859.1821294205483,-197.49043444026483,22366.81357421875,23843.861171941728,20889.765976495775,0.13207492366507712,277291.2,0.5699712071641653,0.02267573798180944,0.5659865522517001
2025-07-08,22785.115234375,22981.962882188174,22046.936555075594,22194.572290935474,167811,22381.57734375,22445.55263671875,,,,,,,,51.14942502518138,641.2014343465562,815.58599040575,-174.38455605919376,22445.55263671875,23827.882102063242,21063.223171374255,0.12317179155421075,271426.75,0.6182552014493782,0.026607539973394045,0.5698297890304368
2025-07-09,24163.048828125,24409.10838849287,23031.17485043279,23080.386762506365,403491,22706.376171875,22551.35830078125,20016.616552734376,,,,,,,60.3092762414686,727.7613010512287,798.0210525348458,-70.25975148361715,22551.35830078125,24117.007039926146,20985.70956163635,0.13885183484408195,274271.6,1.4711366397395866,0.060475164578986496,0.5915589091655606
2025-07-10,24409.107421875,24605.955062373992,23129.597758631553,23621.71685987903,181807,23050.859375,22676.8486328125,20167.697119140626,,,,,,,61.61616161616162,806.9138901241058,799.7996200526978,7.1142700714079865,22676.8486328125,24415.242458813034,20938.454806811966,0.15331881904306116,237513.95,0.765458197297464,0.010183259385032395,0.5900697529642143
2025-07-11,22391.419921875,24409.10831043956,22194.572274210164,24212.260662774723,309627,23188.652734375,22760.50888671875,20272.84658203125,,,,,,,50.84033627458534,698.7772987695316,779.5951557960645,-80.81785702653292,22760.50888671875,24244.444242489928,21276.573530947575,0.1303956219218881,235927.85,1.3123800348284442,-0.0826612569287063,0.635866943571944
2025-07-14,22440.630859375,22735.902318050987,20176.88300952577,22391.41894959567,615925,23237.864453125,22770.35126953125,20371.27041015625,,,,,,,47.0588182475296,610.0172829074654,745.6795812183448,-135.66229831087935,22770.35126953125,24242.419898925025,21298.282640137473,0.1292969627011011,253952.5,2.4253551353107374,0.0021977586804098337,0.5813108185266435
2025-07-15,22145.359375,22391.418923611112,21161.121180555558,21800.876006944447,175874,23109.91328125,22750.66650390625,20462.312434895834,,,,,,,44.84304350132003,509.9697756248497,698.5376200996458,-188.56784447479606,22750.66650390625,24246.101712183074,21255.231295629426,0.1314629800423702,247550.8,0.7104561972734486,-0.013157895882042192,0.5815327348719218
2025-07-16,21800.876953125,22686.69136657026,21210.33401082816,21259.54592268623,221480,22637.47890625,22711.29697265625,20533.013541666667,,,,,,,45.66210302189314,398.2932758592724,638.4887512515711,-240.1954753922987,22711.29697265625,24265.05494846456,21157.538996847943,0.13682688202958979,248088.0,0.8927477346747928,-0.015555512829648954,0.5839583802106187
2025-07-17,21505.60546875,22391.419881650458,21062.69826229977,21850.088851544624,215864,22056.778515625,22676.8486328125,20598.79345703125,,,,,,,47.16981026108757,282.7040675929711,567.3318145198512,-284.62774692688004,22676.8486328125,24307.49152136697,21046.20574425803,0.1438156522502862,249737.85,0.8643623703815821,-0.013544018665390234,0.5826808039167796
2025-07-18,21850.087890625,22194.57125826999,20915.061607017175,21357.9687939893,150452,21948.512109375,22662.08505859375,20664.573372395833,,,,,,,43.43434080224017,216.40110254708634,497.14567212529823,-280.7445695782119,22662.08505859375,24318.13777347085,21006.03234371665,0.1461518400090113,248719.85,0.6049054789957456,0.01601826195386913,0.5857327305280345
2025-07-21,21210.333984375,21751.66501413863,21111.910160781612,21161.122072578306,151034,21702.452734375,22612.87314453125,20721.16708984375,,,,,,,34.554970993421534,110.95372598638278,419.9072828975152,-308.9535569111324,22612.87314453125,24382.053867431456,20843.692421631047,0.15647553600043673,247611.65,0.6099632226512767,-0.029279237202725072,0.5947406972637775
2025-07-22,21456.392578125,21800.87594520499,21013.4853918793,21259.544939793577,112518,21564.659375,22531.6734375,20778.74501953125,,,,,,,43.292678057307164,46.70243586347715,345.2663134907076,-298.56387762723045,22531.6734375,24358.635975864836,20704.710899135167,0.16216838429090466,239829.05,0.4691591781729528,0.01160088256654812,0.5767568464267764
2025-07-23,21604.029296875,21899.300767902907,21111.91017849516,21554.81738503702,99751,21525.28984375,22448.01318359375,20847.64169921875,,,,,,,43.292678057307164,7.608172609201574,277.7346853144064,-270.12651270520485,22448.01318359375,24284.439595046286,20611.586772141214,0.16361594199300433,233634.6,0.4269530283613814,0.006880780085116278,0.5763492253523887
2025-07-24,22145.359375,22637.478472222225,21407.180729166666,21407.180729166666,117262,21653.240625,22418.48603515625,20919.491080729167,,,,,,,52.90322200696768,20.07508743010476,226.2027657375461,-206.12767830744133,22418.48603515625,24254.412672932383,20582.559397380115,0.16378685294779213,231588.8,0.506337094021818,0.0250569035380499,0.5794330338198972
2025-07-25,21800.876953125,22292.9960717057,21161.122098970092,21850.08886498307,208520,21643.3984375,22403.7224609375,20989.864127604167,,,,,,,47.36841830414866,2.1337581239167775,181.38896421482022,-179.25520609090344,22403.7224609375,24255.245681965403,20552.199239909598,0.16528710568131402,231580.45,0.900421430220038,-0.015555512829648954,0.5732103639461346
2025-07-28,22145.359375,22539.05465277778,21653.24027777778,21948.51173611111,167185,21830.403515625,22354.510546875,21056.136165364584,,,,,,,45.5782191706483,15.532923995149758,148.21775617088613,-132.68483217573637,22354.510546875,24176.890544559785,20532.130549190217,0.16304360534876838,224041.7,0.7462226897939088,0.015801310314979,0.5497243178012772
2025-07-29,22391.419921875,22489.843745707418,21751.665066964284,21850.088890796702,121204,22017.408984375,22268.38974609375,21124.212662760416,,,,,,,35.483852383302576,45.48259416924702,127.67072377055831,-82.18812960131129,22268.38974609375,23892.735942738876,20644.043549448626,0.1458880696059366,211351.85,0.5734702582447232,0.011111156188902349,0.5270997849996134
2025-07-30,23178.810546875,23474.082018809713,22342.208043059978,22440.631867038217,213468,22332.365234375,22300.3775390625,21194.913802083334,,,,,,,40.740738563067616,131.24090306155267,128.3847596287572,2.856143432795477,22300.3775390625,23971.684612623856,20629.070465501147,0.14989047343560047,208425.3,1.0241942796771795,0.0351648366984878,0.48929326421533953
2025-07-31,22735.90234375,23769.35245028409,22588.266614245127,23031.17380275974,260619,22450.473828125,22302.8380859375,21259.0533203125,,,,,,,53.398051892755845,161.60312997220535,135.02843369744681,26.574696274758537,22302.8380859375,23976.68283776802,20628.993334106977,0.15010150236313854,211330.5,1.2332294675874993,-0.019108323191532994,0.4944800190664126
2025-08-01,21751.6640625,22637.478436085974,21554.81642392534,22440.630797511312,274047,22440.63125,22305.2986328125,21300.063248697916,,,,,,,44.26229134887739,105.03483369169408,129.02971369629626,-23.99488000460218,22305.2986328125,23975.568186842575,20635.029078782427,0.14976437496093434,216299.35,1.266980229020568,-0.04329004700886929,0.4943693960454581
2025-08-04,22243.783203125,22785.114210280695,21407.18073752074,21653.240286227876,113957,22460.316015625,22307.7591796875,21354.6884765625,,,,,,,50.79365129362657,98.77533262500219,122.97883748203745,-24.203504857035256,22307.7591796875,23977.486831838545,20638.031527536452,0.14969927178265668,214094.8,0.5322735535846738,0.022624436420632943,0.49433901888768955
2025-08-05,23031.173828125,24212.259665464742,22588.266639122594,23326.445287459934,292554,22588.266796875,22320.062109375,21425.225553385415,,,,,,,59.25925599275149,155.5573080556569,129.49453159676133,26.06277645889557,22320.062109375,24008.124671370355,20631.999547379648,0.15125966529334375,220331.95,1.3277874588773892,0.03539823319665247,0.5014123204948998
2025-08-06,23326.4453125,24852.014520701476,22637.478573312237,23031.1738528481,755914,22617.79375,22278.23193359375,21501.50400390625,,,,,,,63.7037023971006,221.82629829414145,147.96088493623736,73.86541335790409,22278.23193359375,23808.04782184026,20748.41604534724,0.137337279978639,237953.1,3.1767352474079975,0.012820513907737752,0.45262414720306365
2025-08-07,23129.59765625,23818.564394946807,22785.114286901593,23178.809566156913,435846,22696.5328125,22214.2564453125,21569.416438802084,,,,,,,59.84848780960073,255.5155653807742,169.47182102514472,86.04374435562949,22214.2564453125,23447.048320163118,20981.464570461885,0.11099105458564665,250655.05,1.7388279230759565,-0.008438819271983755,0.45114706880194494
2025-08-08,24261.47265625,24409.108392494927,23129.59867837221,23621.71779918864,278400,23198.49453125,22307.75908203125,21661.1146484375,,,,,,,71.83098591549296,369.2904548032784,209.43554778077146,159.85490702250695,22307.75908203125,23843.562491685007,20771.955672377495,0.13769230732734916,249093.7,1.1176517109826543,0.048936216566402235,0.37576541859872414
2025-08-11,23916.98828125,24458.319291730964,23424.869180812755,24458.319291730964,176894,23533.135546875,22381.576953125,21737.393098958335,,,,,,,67.36110632619105,426.74165215934045,252.89676865648528,173.84488350285517,22381.576953125,24077.812393696546,20685.341512553456,0.15157425628444918,227142.15,0.7787810408592153,-0.014198823784559389,0.3814375009298199
2025-08-12,23572.505859375,24458.320275802453,23375.65821128001,23867.777331517485,121878,23641.401953125,22452.93427734375,21814.327734375,,,,,,,63.51351351351351,439.4100420504474,290.19942333527774,149.21061871516963,22452.93427734375,24225.677928056448,20680.19062663105,0.15790752592203458,224442.35,0.5430258594244802,-0.014403252525948762,0.3821821779980898
2025-08-13,21259.544921875,24015.411856192128,21013.485374168115,23621.71657986111,443312,23228.021875,22425.86767578125,21852.87705078125,,,,,,,45.108696707208146,259.81819248307875,284.12317716483795,-24.30498468175921,22425.86767578125,24256.127514924105,20595.607836638395,0.16322756074400976,235533.95,1.8821575403460944,-0.09812113108798382,0.5229516783444415
2025-08-14,21013.486328125,21800.876916532496,20669.002945696724,21308.757798777813,286358,22804.799609375,22401.26171875,21887.161360677084,,,,,,,45.60439656292822,96.52283058575631,246.60310784902165,-150.08027726326534,22401.26171875,24295.72023621003,20506.80320128997,0.169138554894375,239058.65,1.1978566765937984,-0.011574029202140568,0.5223576799725943
2025-08-18,19733.9765625,20816.638618298002,19674.92226854738,20816.638618298002,258310,21899.300390625,22295.45615234375,21891.262369791668,,,,,,,37.810953820102206,-134.58426138463255,170.36563400229082,-304.94989538692334,22295.45615234375,24526.072930942075,20064.839373745428,0.20009608804203233,244451.55,1.0566920111572211,-0.060889932572134486,0.5598441451299853
2025-08-19,19783.1875,20176.88277363184,19665.078917910447,19881.61131840796,106945,21072.540234375,22224.098828125,21892.082552083335,,,,,,,36.548219668711575,-310.19168872456794,74.25416945691906,-384.445858181487,22224.098828125,24680.733649618112,19767.464006631886,0.22107846446256776,242247.1,0.4414707131684961,0.002493716223090914,0.5524838549120407
2025-08-20,19980.03515625,20176.882793257388,18818.634097906404,19674.921318888548,294371,20354.04609375,22150.28095703125,21891.262337239583,,,,,,,32.43242895356778,-428.5379604869195,-26.304256531848644,-402.23370395507084,22150.28095703125,24786.22588436119,19514.33602970131,0.23800555238494178,251339.75,1.1712074990127905,0.00995024973857217,0.5519406601563224
2025-08-21,19930.82421875,20422.943335262345,19783.188483796297,20078.459953703703,83016,20088.301953125,22066.620703125,21914.227897135417,,,,,,,33.89830888519165,-520.301433827939,-125.10369199106674,-395.1977418368723,22066.620703125,24876.06318236714,19257.178223882864,0.2546327792586994,250503.0,0.33139722877570327,-0.002463005551049058,0.5507247042204663
