Date,Open,High,Low,Close,Volume,Change,MA5,MA20,MA60,MA120,MA200,High_52W,Low_52W,Dist_High_52W,Dist_Low_52W,RSI,MACD,MACD_Signal,MACD_Hist,BB_Mid,BB_Upper,BB_Lower,BB_Width,BB_Pct,Volume_MA20,Volume_Ratio,Daily_Return,Volatility_20
2025-05-13,94000,94800,92700,93700,1369914,0.01406926406926412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-14,93600,94000,91800,92400,878937,-0.0138740661686233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-103.70370370369346,-20.740740740738694,-82.96296296295478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0138740661686233,0.0
2025-05-15,91900,92500,90900,91200,761239,-0.012987012987012991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-279.4977313495765,-72.49213886250627,-207.00559248707023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012987012987012991,0.0
2025-05-16,91300,92300,91300,92000,500754,0.00877192982456143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-350.22527174052084,-128.03876543810918,-222.18650630241166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00877192982456143,0.0
2025-05-19,91300,91900,90800,91500,555859,-0.005434782608695676,92160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-441.53345555973647,-190.73770346243464,-250.79575209730183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005434782608695676,0.0
2025-05-20,92300,92800,90900,91200,710012,-0.003278688524590123,91660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-531.9711100555869,-258.9843847810651,-272.9867252745218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003278688524590123,0.0
2025-05-21,92700,92700,90900,91200,748573,0.0,91420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-596.7644734349014,-326.5404025118324,-270.22407092306906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-22,90500,91100,88400,89200,1103198,-0.021929824561403466,91020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-800.2719293767004,-421.286707884806,-378.98522149189444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021929824561403466,0.0
2025-05-23,89200,89500,86900,87100,879529,-0.023542600896861,90040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1118.116552358144,-560.6526767794736,-557.4638755786704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023542600896861,0.0
2025-05-26,87000,88400,86200,88100,760388,0.01148105625717566,89360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1274.6259686272679,-703.4473351490325,-571.1786334782354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01148105625717566,0.0
2025-05-27,87300,88500,87100,88200,607447,0.0011350737797957144,88760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1374.744446118726,-837.7067573429713,-537.0376887757548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011350737797957144,0.0
2025-05-28,88500,90000,88500,89000,842967,0.009070294784580435,88320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1373.7005815195298,-944.905522178283,-428.79505934124677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009070294784580435,0.0
2025-05-29,90700,93700,90000,93200,1583303,0.04719101123595504,89120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1022.1852963603887,-960.3614770147042,-61.82381934568457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04719101123595504,0.0
2025-05-30,91000,91200,89400,89400,1535385,-0.04077253218884125,89580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1038.2666507643444,-975.9425117646323,-62.32413899971209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04077253218884125,0.0
2025-06-02,88400,89600,88100,88400,663587,-0.01118568232662187,89640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.125654450261784,-1118.805983693208,-1004.5152061503475,-114.2907775428605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01118568232662187,0.0
2025-06-04,89200,90400,88600,89600,862750,0.013574660633484115,89920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.63157894736842,-1073.4301791936741,-1018.2982007590128,-55.13197843466128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013574660633484115,0.0
