,Open,High,Low,Close,Volume,Adj Close,MA5,MA20,MA60,MA120,MA200,High_52W,Low_52W,Dist_High_52W,Dist_Low_52W,RSI,MACD,MACD_Signal,MACD_Hist,BB_Mid,BB_Upper,BB_Lower,BB_Width,BB_Pct,Volume_MA20,Volume_Ratio,Daily_Return,Volatility_20
2025-05-18,1398.1300048828125,1401.02001953125,1386.4100341796875,1398.1300048828125,0.0,1398.1300048828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-19,1388.550048828125,1396.43994140625,1388.949951171875,1388.550048828125,0.0,1388.550048828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7642130186075065,-0.1528426037215013,-0.6113704148860052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006851978014369653,0.0
2025-05-20,1392.72998046875,1392.72998046875,1367.2099609375,1392.72998046875,0.0,1392.72998046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0208045915567254,-0.32643500128854613,-0.6943695902681792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030102851850049017,0.0
2025-05-21,1373.8599853515625,1385.780029296875,1373.199951171875,1373.8599853515625,0.0,1373.8599853515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7155035302350825,-0.8042487070778535,-1.911254823157229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013548925765808795,0.0
2025-05-22,1381.3399658203125,1382.449951171875,1363.31005859375,1381.3399658203125,0.0,1381.3399658203125,1386.9219970703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4156196011485918,-1.3265228858920013,-2.0890967152565905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054444998387779275,0.0
2025-05-25,1364.72998046875,1370.43994140625,1360.02001953125,1364.72998046875,0.0,1364.72998046875,1380.2419921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.250232224909951,-2.1112647536955915,-3.138967471214359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012024545559064181,0.0
2025-05-26,1368.0999755859375,1376.010009765625,1364.1800537109375,1368.0999755859375,0.0,1368.0999755859375,1376.1519775390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.3589435620992845,-2.9608005153763304,-3.398143046722954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002469349369777829,0.0
2025-05-27,1374.800048828125,1377.7900390625,1368.3299560546875,1374.800048828125,0.0,1374.800048828125,1372.5659912109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.620646675197349,-3.6927697473405345,-2.927876927856815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004897356451832424,0.0
2025-05-28,1373.5999755859375,1385.22998046875,1368.6700439453125,1373.5999755859375,0.0,1373.5999755859375,1372.5139892578125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.84596810021867,-4.323409417916162,-2.522558682302508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008729074771348655,0.0
2025-05-29,1370.4100341796875,1382.3299560546875,1368.010009765625,1370.4100341796875,0.0,1370.4100341796875,1370.3280029296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.198953510061756,-4.89851823634528,-2.3004352737164755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0023223219736074885,0.0
2025-06-01,1381.989990234375,1381.989990234375,1370.6700439453125,1381.989990234375,0.0,1381.989990234375,1373.7800048828126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.469712496202646,-5.212757088316754,-1.2569554078858927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00844999362662957,0.0
2025-06-02,1376.0699462890625,1380.1800537109375,1372.8199462890625,1376.0699462890625,0.0,1376.0699462890625,1375.3739990234376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.296895122050728,-5.429584695063549,-0.8673104269871788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004283709713634454,0.0
2025-06-03,1377.719970703125,1377.719970703125,1361.489990234375,1377.719970703125,0.0,1377.719970703125,1375.9579833984376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.958111526683751,-5.53529006138759,-0.4228214652961615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011990846966116742,0.0
2025-06-04,1361.0899658203125,1363.1099853515625,1350.5400390625,1361.0899658203125,0.0,1361.0899658203125,1373.4559814453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.951394153139972,-5.818510879738066,-1.132883273401906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012070671280409284,0.0
2025-06-05,1354.550048828125,1361.18994140625,1352.449951171875,1354.550048828125,0.0,1354.550048828125,1370.283984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.801760825819997,-8.17209165013196,-6.289227033816846,-1.882864616315115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004804911619670893,0.0
2025-06-08,1359.18994140625,1363.760009765625,1350.550048828125,1359.18994140625,0.0,1359.18994140625,1365.723974609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.47745136182395,-8.665215447524588,-6.764424716558395,-1.900790730966193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034254124328141344,0.0
2025-06-09,1353.8499755859375,1367.8900146484375,1351.699951171875,1353.8499755859375,0.0,1353.8499755859375,1361.27998046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.28214613523211,-9.378797286446343,-7.287299230535984,-2.0914980559103586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003928785563839354,0.0
2025-06-10,1363.8800048828125,1375.280029296875,1362.0899658203125,1363.8800048828125,0.0,1363.8800048828125,1358.5119873046874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.05353287964299,-9.03087419882604,-7.636014224193995,-1.3948599746320456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00740852345366716,0.0
2025-06-11,1365.68994140625,1370.300048828125,1349.0899658203125,1365.68994140625,0.0,1365.68994140625,1359.431982421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.78129876057587,-8.510986539147552,-7.811008687184707,-0.6999778519628457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013270496795596554,0.0
2025-06-12,1349.7900390625,1373.0,1352.1099853515625,1349.7900390625,0.0,1349.7900390625,1358.47998046875,1371.5034912109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.09524867530763,-9.275044126203966,-8.10381577498856,-1.1712283512154062,1371.5034912109375,1397.5331730408143,1345.4738093810606,52.05936365975367,0.08290976642820365,0.0,0.0,-0.011642395438146047,0.0
2025-06-15,1365.1400146484375,1368.1800537109375,1351.72998046875,1365.1400146484375,0.0,1365.1400146484375,1359.6699951171875,1369.8539916992188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.61008251918531,-8.543466757342003,-8.191745971459248,-0.3517207858827547,1369.8539916992188,1392.7746384598267,1346.9333449386108,45.8412935212159,0.3971674512491815,0.0,0.0,0.011372120953417886,0.11696354217706773
2025-06-16,1357.780029296875,1371.9200439453125,1355.4200439453125,1357.780029296875,0.0,1357.780029296875,1360.456005859375,1368.3154907226562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.05708634503377,-8.460053499157766,-8.245407476998952,-0.21464602215881357,1368.3154907226562,1390.0523841164859,1346.5785973288266,43.473786787659265,0.257659449422573,0.0,0.0,-0.005391377640818651,0.1161339923392726
2025-06-17,1380.5,1379.719970703125,1368.3399658203125,1380.5,0.0,1380.5,1363.7800048828126,1367.7039916992187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.68150503947422,-6.485871049913385,-7.89350019158184,1.4076291416684548,1367.7039916992187,1387.1123777007394,1348.295605697698,38.81677200304148,0.8296515305212835,0.0,0.0,0.016733174897918035,0.131734827803517
2025-06-18,1370.75,1385.6400146484375,1373.3499755859375,1370.75,0.0,1370.75,1364.7920166015624,1367.5484924316406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.12570877632324,-5.643011626147199,-7.443402478494912,1.8003908523477126,1367.5484924316406,1386.798395684442,1348.2985891788392,38.49980650560292,0.583156458665192,0.0,0.0,-0.0070626584570807616,0.12499286702576277
2025-06-19,1374.8900146484375,1375.6099853515625,1364.050048828125,1374.8900146484375,0.0,1374.8900146484375,1369.81201171875,1367.2259948730468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.22178967510563,-4.588086275159867,-6.872339237827903,2.2842529626680363,1367.2259948730468,1385.7036758572067,1348.748313888887,36.95536196831972,0.7073858668165657,0.0,0.0,0.0030202550781961435,0.12386184481051277
2025-06-22,1369.469970703125,1390.3199462890625,1371.760009765625,1369.469970703125,0.0,1369.469970703125,1370.6780029296874,1367.4629943847656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.407293739660005,-4.141660103782897,-6.326203411018902,2.184543307236005,1367.4629943847656,1385.9274653229143,1348.998523446617,36.92894187629736,0.5543469760121167,0.0,0.0,-0.003942165473285852,0.11675106192103392
2025-06-23,1361.93994140625,1368.739990234375,1354.3900146484375,1361.93994140625,0.0,1361.93994140625,1371.5099853515626,1367.1549926757812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.074771461363866,-4.345383701414676,-5.930039469098057,1.5846557676833815,1367.1549926757812,1385.7795397573548,1348.5304455942075,37.24909416314722,0.3599952190320181,0.0,0.0,-0.00549849902368349,0.1181138873326725
2025-06-24,1353.780029296875,1366.75,1355.56005859375,1353.780029296875,0.0,1353.780029296875,1366.1659912109376,1366.1039916992188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.068745918819886,-5.106409324222341,-5.765313440122914,0.6589041159005733,1366.1039916992188,1385.2763458760028,1346.9316375224348,38.34470835356797,0.17860070055233804,0.0,0.0,-0.00599138909234842,0.11820607563323127
2025-06-25,1357.030029296875,1379.489990234375,1351.0,1357.030029296875,0.0,1357.030029296875,1363.4219970703125,1365.2754943847656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.021411635525574,-5.38520251218597,-5.689291254535526,0.3040887423495562,1365.2754943847656,1384.5159117972323,1346.0350769722988,38.48083482493348,0.2857254104431087,0.0,0.0,0.002400685436088068,0.1187286512976603
2025-06-26,1352.760009765625,1361.8800048828125,1353.0799560546875,1352.760009765625,0.0,1352.760009765625,1358.99599609375,1364.3929931640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.343657335124604,-5.882888733030086,-5.7280107502344375,-0.15487798279564835,1364.3929931640625,1384.2510027305811,1344.534983597544,39.71601913303721,0.20709593628981,0.0,0.0,-0.0031465917769427643,0.11892495998289335
2025-06-29,1363.5899658203125,1362.8499755859375,1346.4000244140625,1363.5899658203125,0.0,1363.5899658203125,1357.8199951171875,1363.4729919433594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.84919677746152,-5.341844249465112,-5.6507774500805725,0.3089332006154608,1363.4729919433594,1381.5207653055634,1345.4252185811554,36.095546724407995,0.5032406733660499,0.0,0.0,0.008005822153601239,0.11848523681440737
2025-06-30,1348.5,1358.989990234375,1348.0699462890625,1348.5,0.0,1348.5,1355.1320068359375,1362.0944946289062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.155632103504864,-6.060831238042283,-5.732788207672915,-0.32804303036936844,1362.0944946289062,1380.3019668825145,1343.8870223752979,36.41494450721666,0.12667814511636188,0.0,0.0,-0.011066351468224989,0.12358534079216787
2025-07-01,1355.5899658203125,1363.6500244140625,1353.8299560546875,1355.5899658203125,0.0,1355.5899658203125,1355.493994140625,1360.9879943847657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.310099852384376,-5.9894895113693565,-5.784128468412204,-0.2053610429571524,1360.9879943847657,1377.8362256180797,1344.1397631514517,33.69646246662796,0.3398042948919873,0.0,0.0,0.00525766838732844,0.1253625642095142
2025-07-02,1354.75,1369.1700439453125,1353.6600341796875,1354.75,0.0,1354.75,1355.03798828125,1360.67099609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.036112024245725,-5.932344525865574,-5.813771679902878,-0.1185728459626958,1360.67099609375,1377.7481656606176,1343.5938265268826,34.15433913373499,0.3266400040534101,0.0,0.0,-0.0006196311875207305,0.11806059449065068
2025-07-03,1357.0999755859375,1366.97998046875,1358.1199951171875,1357.0999755859375,0.0,1357.0999755859375,1355.9059814453126,1360.7984924316406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.30512247444148,-5.632505307850806,-5.777518405492464,0.14501309764165793,1360.7984924316406,1377.7206190722195,1343.8763657910617,33.84425328115776,0.39071950221453733,0.0,0.0,0.001734619365888479,0.11695976116119544
2025-07-06,1362.199951171875,1371.050048828125,1360.75,1362.199951171875,0.0,1362.199951171875,1355.627978515625,1360.948992919922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.074305604887414,-4.9265647876463845,-5.607327681923248,0.6807628942768638,1360.948992919922,1377.8644228113046,1344.0335630285392,33.8308597827654,0.5369768388959675,0.0,0.0,0.0037579954886783895,0.11709031747557537
2025-07-07,1374.6400146484375,1374.6400146484375,1364.47998046875,1374.6400146484375,0.0,1374.6400146484375,1360.8559814453124,1361.9884948730469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.95616445652271,-3.324964561006709,-5.150855057739941,1.8258904967332317,1361.9884948730469,1379.6076390221658,1344.369350723928,35.238288298237876,0.8590276482282305,0.0,0.0,0.009132332933840193,0.12021303132448034
