Date,Open,High,Low,Close,Volume,Change,MA5,MA20,MA60,MA120,MA200,High_52W,Low_52W,Dist_High_52W,Dist_Low_52W,RSI,MACD,MACD_Signal,MACD_Hist,BB_Mid,BB_Upper,BB_Lower,BB_Width,BB_Pct,Volume_MA20,Volume_Ratio,Daily_Return,Volatility_20
2025-05-20,185800,186500,184000,185000,293512,-0.0021574973031284195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-21,185900,186500,184600,184800,382117,-0.00108108108108107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.954415954416618,-3.1908831908833237,-12.763532763533295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00108108108108107,0.0
2025-05-22,183200,184500,181100,183200,469433,-0.008658008658008698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-155.9078254234919,-33.73427163740504,-122.17355378608684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008658008658008698,0.0
2025-05-23,184100,185300,182800,183100,257074,-0.0005458515283842669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-271.7584131793119,-81.33909994578642,-190.4193132335255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005458515283842669,0.0
2025-05-26,183100,188000,181800,188000,472314,0.026761332605133914,184820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.455609669268597,-58.780158022775424,90.23576769204402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026761332605133914,0.0
2025-05-27,186200,186900,183000,183800,668670,-0.022340425531914843,184580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-66.38474974755081,-60.3010763677305,-6.083673379820311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022340425531914843,0.0
2025-05-28,184600,189000,184100,187700,727369,0.021218715995647397,185160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.82733047852525,-14.475394998479352,183.3027254770046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021218715995647397,0.0
2025-05-29,189300,190600,187700,189300,649059,0.008524240809802963,186380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.8216687698732,84.18401775519118,394.63765101468204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008524240809802963,0.0
2025-05-30,188700,188800,186100,187500,989028,-0.009508716323296307,187260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572.6483250520541,181.8768792145638,390.7714458374903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009508716323296307,0.0
2025-06-02,185800,188300,185700,186500,408085,-0.005333333333333301,186960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,559.8612514833512,257.4737536683213,302.3874978150299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005333333333333301,0.0
2025-06-04,189000,189100,185500,185500,817069,-0.00536193029490617,187300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,463.69062402658165,298.71712773997336,164.97349628660828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00536193029490617,0.0
2025-06-05,186300,192000,186300,191200,911249,0.030727762803234526,188000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,837.7598973977729,406.5256816715333,431.2342157262396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030727762803234526,0.0
2025-06-09,195400,202500,192300,198500,1407038,0.03817991631799167,189840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1703.6231754247565,665.945180422178,1037.6779950025784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03817991631799167,0.0
