Date,Open,High,Low,Close,Volume,Change,MA5,MA20,MA60,MA120,MA200,High_52W,Low_52W,Dist_High_52W,Dist_Low_52W,RSI,MACD,MACD_Signal,MACD_Hist,BB_Mid,BB_Upper,BB_Lower,BB_Width,BB_Pct,Volume_MA20,Volume_Ratio,Daily_Return,Volatility_20
2025-05-13,190000,191000,187600,188200,680047,-0.01051524710830709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-14,189900,191400,188900,191200,363846,0.015940488841657885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.31623931624927,47.86324786324985,191.4529914529994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015940488841657885,0.0
2025-05-15,189800,190300,188200,189200,355097,-0.010460251046025104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.5433072783926,91.19925974627841,173.3440475321142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010460251046025104,0.0
2025-05-16,189100,189700,187500,187800,285272,-0.007399577167019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.61245388936368,106.88189857489547,62.730555314468205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007399577167019,0.0
2025-05-19,187600,188200,184500,185400,262018,-0.012779552715655007,188360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-98.1494677560404,65.8756253087083,-164.0250930647487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012779552715655007,0.0
2025-05-20,185800,186500,184000,185000,293512,-0.0021574973031284195,187720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-338.7247685579059,-15.044453464614548,-323.68031509329137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0021574973031284195,0.0
2025-05-21,185900,186500,184600,184800,382117,-0.00108108108108107,186440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-539.3039954703418,-119.89636186576,-419.40763360458175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00108108108108107,0.0
2025-05-22,183200,184500,181100,183200,469433,-0.008658008658008698,185240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-817.9423755815951,-259.50556460892705,-558.4368109726681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008658008658008698,0.0
2025-05-23,184100,185300,182800,183100,257074,-0.0005458515283842669,184300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1034.9047260894731,-414.5853969050363,-620.3193291844368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005458515283842669,0.0
2025-05-26,183100,188000,181800,188000,472314,0.026761332605133914,184820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-802.2124967029085,-492.1108168646108,-310.10167983829774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026761332605133914,0.0
